Flight_number,Fare_code,Amount,Restrictions
1922,business,614,refundable
1922,business,539,non-refundable
1922,first_class,966,refundable
1922,first_class,866,non-refundable
6108,coach,311,refundable
6108,coach,261,non-refundable
6108,business,739,refundable
6108,business,664,non-refundable
6108,first_class,962,refundable
6108,first_class,862,non-refundable
3388,coach,316,refundable
3388,coach,266,non-refundable
3388,business,674,refundable
3388,business,599,non-refundable
3388,first_class,968,refundable
3388,first_class,868,non-refundable
5273,coach,283,refundable
5273,coach,233,non-refundable
5273,business,765,refundable
5273,business,690,non-refundable
5273,first_class,919,refundable
5273,first_class,819,non-refundable
1464,coach,408,refundable
1464,coach,358,non-refundable
1464,business,675,refundable
1464,business,600,non-refundable
1464,first_class,934,refundable
1464,first_class,834,non-refundable
7948,coach,337,refundable
7948,coach,287,non-refundable
7948,business,710,refundable
7948,business,635,non-refundable
7948,first_class,1059,refundable
7948,first_class,959,non-refundable
4988,coach,390,refundable
4988,coach,340,non-refundable
4988,business,595,refundable
4988,business,520,non-refundable
4988,first_class,1064,refundable
4988,first_class,964,non-refundable
4834,coach,377,refundable
4834,coach,327,non-refundable
4834,business,750,refundable
4834,business,675,non-refundable
4834,first_class,975,refundable
4834,first_class,875,non-refundable
5148,coach,364,refundable
5148,coach,314,non-refundable
5148,business,754,refundable
5148,business,679,non-refundable
5148,first_class,994,refundable
5148,first_class,894,non-refundable
5177,coach,448,refundable
5177,coach,398,non-refundable
5177,business,645,refundable
5177,business,570,non-refundable
5177,first_class,924,refundable
5177,first_class,824,non-refundable
1494,coach,405,refundable
1494,coach,355,non-refundable
1494,business,602,refundable
1494,business,527,non-refundable
1494,first_class,1019,refundable
1494,first_class,919,non-refundable
5628,coach,399,refundable
5628,coach,349,non-refundable
5628,business,591,refundable
5628,business,516,non-refundable
5628,first_class,1077,refundable
5628,first_class,977,non-refundable
5662,coach,296,refundable
5662,coach,246,non-refundable
5662,business,664,refundable
5662,business,589,non-refundable
5662,first_class,935,refundable
5662,first_class,835,non-refundable
9213,coach,405,refundable
9213,coach,355,non-refundable
9213,business,755,refundable
9213,business,680,non-refundable
9213,first_class,1013,refundable
9213,first_class,913,non-refundable
2829,coach,381,refundable
2829,coach,331,non-refundable
2829,business,769,refundable
2829,business,694,non-refundable
2829,first_class,956,refundable
2829,first_class,856,non-refundable
3753,coach,408,refundable
3753,coach,358,non-refundable
3753,business,740,refundable
3753,business,665,non-refundable
3753,first_class,1035,refundable
3753,first_class,935,non-refundable
3648,coach,331,refundable
3648,coach,281,non-refundable
3648,business,605,refundable
3648,business,530,non-refundable
3648,first_class,973,refundable
3648,first_class,873,non-refundable
5450,coach,352,refundable
5450,coach,302,non-refundable
5450,business,619,refundable
5450,business,544,non-refundable
5450,first_class,970,refundable
5450,first_class,870,non-refundable
4719,coach,253,refundable
4719,coach,203,non-refundable
4719,business,714,refundable
4719,business,639,non-refundable
4719,first_class,916,refundable
4719,first_class,816,non-refundable
8512,coach,440,refundable
8512,coach,390,non-refundable
8512,business,608,refundable
8512,business,533,non-refundable
8512,first_class,1097,refundable
8512,first_class,997,non-refundable
3860,coach,368,refundable
3860,coach,318,non-refundable
3860,business,763,refundable
3860,business,688,non-refundable
3860,first_class,934,refundable
3860,first_class,834,non-refundable
8990,coach,294,refundable
8990,coach,244,non-refundable
8990,business,606,refundable
8990,business,531,non-refundable
8990,first_class,915,refundable
8990,first_class,815,non-refundable
9157,coach,402,refundable
9157,coach,352,non-refundable
9157,business,631,refundable
9157,business,556,non-refundable
9157,first_class,900,refundable
9157,first_class,800,non-refundable
1587,coach,445,refundable
1587,coach,395,non-refundable
1587,business,774,refundable
1587,business,699,non-refundable
1587,first_class,1099,refundable
1587,first_class,999,non-refundable
2659,coach,324,refundable
2659,coach,274,non-refundable
2659,business,640,refundable
2659,business,565,non-refundable
2659,first_class,907,refundable
2659,first_class,807,non-refundable
5410,coach,293,refundable
5410,coach,243,non-refundable
5410,business,591,refundable
5410,business,516,non-refundable
5410,first_class,985,refundable
5410,first_class,885,non-refundable
979,coach,371,refundable
979,coach,321,non-refundable
979,business,589,refundable
979,business,514,non-refundable
979,first_class,943,refundable
979,first_class,843,non-refundable
9775,coach,274,refundable
9775,coach,224,non-refundable
9775,business,590,refundable
9775,business,515,non-refundable
9775,first_class,1002,refundable
9775,first_class,902,non-refundable
4555,coach,353,refundable
4555,coach,303,non-refundable
4555,business,595,refundable
4555,business,520,non-refundable
4555,first_class,1091,refundable
4555,first_class,991,non-refundable
3464,coach,406,refundable
3464,coach,356,non-refundable
3464,business,762,refundable
3464,business,687,non-refundable
3464,first_class,958,refundable
3464,first_class,858,non-refundable
8822,coach,395,refundable
8822,coach,345,non-refundable
8822,business,578,refundable
8822,business,503,non-refundable
8822,first_class,999,refundable
8822,first_class,899,non-refundable
8641,coach,328,refundable
8641,coach,278,non-refundable
8641,business,746,refundable
8641,business,671,non-refundable
8641,first_class,989,refundable
8641,first_class,889,non-refundable
5013,coach,390,refundable
5013,coach,340,non-refundable
5013,business,771,refundable
5013,business,696,non-refundable
5013,first_class,1067,refundable
5013,first_class,967,non-refundable
5605,coach,433,refundable
5605,coach,383,non-refundable
5605,business,734,refundable
5605,business,659,non-refundable
5605,first_class,1013,refundable
5605,first_class,913,non-refundable
1919,coach,427,refundable
1919,coach,377,non-refundable
1919,business,656,refundable
1919,business,581,non-refundable
1919,first_class,907,refundable
1919,first_class,807,non-refundable
1895,coach,334,refundable
1895,coach,284,non-refundable
1895,business,645,refundable
1895,business,570,non-refundable
1895,first_class,1062,refundable
1895,first_class,962,non-refundable
9760,coach,257,refundable
9760,coach,207,non-refundable
9760,business,630,refundable
9760,business,555,non-refundable
9760,first_class,994,refundable
9760,first_class,894,non-refundable
5235,coach,253,refundable
5235,coach,203,non-refundable
5235,business,664,refundable
5235,business,589,non-refundable
5235,first_class,947,refundable
5235,first_class,847,non-refundable
7815,coach,367,refundable
7815,coach,317,non-refundable
7815,business,695,refundable
7815,business,620,non-refundable
7815,first_class,983,refundable
7815,first_class,883,non-refundable
8559,coach,387,refundable
8559,coach,337,non-refundable
8559,business,735,refundable
8559,business,660,non-refundable
8559,first_class,1010,refundable
8559,first_class,910,non-refundable
1100,coach,375,refundable
1100,coach,325,non-refundable
1100,business,584,refundable
1100,business,509,non-refundable
1100,first_class,1034,refundable
1100,first_class,934,non-refundable
3970,coach,292,refundable
3970,coach,242,non-refundable
3970,business,621,refundable
3970,business,546,non-refundable
3970,first_class,1027,refundable
3970,first_class,927,non-refundable
2398,coach,289,refundable
2398,coach,239,non-refundable
2398,business,575,refundable
2398,business,500,non-refundable
2398,first_class,1013,refundable
2398,first_class,913,non-refundable
8018,coach,369,refundable
8018,coach,319,non-refundable
8018,business,632,refundable
8018,business,557,non-refundable
8018,first_class,1005,refundable
8018,first_class,905,non-refundable
5076,coach,418,refundable
5076,coach,368,non-refundable
5076,business,660,refundable
5076,business,585,non-refundable
5076,first_class,982,refundable
5076,first_class,882,non-refundable
7382,coach,387,refundable
7382,coach,337,non-refundable
7382,business,764,refundable
7382,business,689,non-refundable
7382,first_class,1094,refundable
7382,first_class,994,non-refundable
3292,coach,415,refundable
3292,coach,365,non-refundable
3292,business,715,refundable
3292,business,640,non-refundable
3292,first_class,967,refundable
3292,first_class,867,non-refundable
7812,coach,373,refundable
7812,coach,323,non-refundable
7812,business,663,refundable
7812,business,588,non-refundable
7812,first_class,1032,refundable
7812,first_class,932,non-refundable
1518,coach,373,refundable
1518,coach,323,non-refundable
1518,business,695,refundable
1518,business,620,non-refundable
1518,first_class,922,refundable
1518,first_class,822,non-refundable
8060,coach,419,refundable
8060,coach,369,non-refundable
8060,business,692,refundable
8060,business,617,non-refundable
8060,first_class,1010,refundable
8060,first_class,910,non-refundable
2765,coach,257,refundable
2765,coach,207,non-refundable
2765,business,674,refundable
2765,business,599,non-refundable
2765,first_class,1059,refundable
2765,first_class,959,non-refundable
4986,coach,295,refundable
4986,coach,245,non-refundable
4986,business,750,refundable
4986,business,675,non-refundable
4986,first_class,989,refundable
4986,first_class,889,non-refundable
5483,coach,302,refundable
5483,coach,252,non-refundable
5483,business,626,refundable
5483,business,551,non-refundable
5483,first_class,964,refundable
5483,first_class,864,non-refundable
3508,coach,362,refundable
3508,coach,312,non-refundable
3508,business,685,refundable
3508,business,610,non-refundable
3508,first_class,949,refundable
3508,first_class,849,non-refundable
5917,coach,258,refundable
5917,coach,208,non-refundable
5917,business,715,refundable
5917,business,640,non-refundable
5917,first_class,1058,refundable
5917,first_class,958,non-refundable
6440,coach,420,refundable
6440,coach,370,non-refundable
6440,business,582,refundable
6440,business,507,non-refundable
6440,first_class,1005,refundable
6440,first_class,905,non-refundable
5012,coach,310,refundable
5012,coach,260,non-refundable
5012,business,739,refundable
5012,business,664,non-refundable
5012,first_class,993,refundable
5012,first_class,893,non-refundable
8176,coach,377,refundable
8176,coach,327,non-refundable
8176,business,644,refundable
8176,business,569,non-refundable
8176,first_class,916,refundable
8176,first_class,816,non-refundable
9351,coach,277,refundable
9351,coach,227,non-refundable
9351,business,654,refundable
9351,business,579,non-refundable
9351,first_class,984,refundable
9351,first_class,884,non-refundable
1371,coach,335,refundable
1371,coach,285,non-refundable
1371,business,739,refundable
1371,business,664,non-refundable
1371,first_class,1067,refundable
1371,first_class,967,non-refundable
433,coach,441,refundable
433,coach,391,non-refundable
433,business,703,refundable
433,business,628,non-refundable
433,first_class,935,refundable
433,first_class,835,non-refundable
1388,coach,269,refundable
1388,coach,219,non-refundable
1388,business,600,refundable
1388,business,525,non-refundable
1388,first_class,911,refundable
1388,first_class,811,non-refundable
3866,coach,265,refundable
3866,coach,215,non-refundable
3866,business,733,refundable
3866,business,658,non-refundable
3866,first_class,911,refundable
3866,first_class,811,non-refundable
8256,coach,323,refundable
